식품명,1회제공량,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g)
스파이시윙 4조각,166,373,28,-,-,20
스파이시윙 8조각,292,643,55,-,-,23
치킨텐더 4조각,150,283,20,-,-,1
치킨텐더 8조각,300,567,39,-,-,1
리치치즈파스타,366,690,24,-,-,0
그뤼에르 퐁듀소스,60,106,3,-,-,0
치즈크러스트 디핑소스,11,60,0,-,-,0
핫소스,2,1,0,-,-,0
바른생피클 L,120,50,0,-,-,9
바른생피클 M,70,55,0,-,-,11
갓치킨L(바삭한 크런치),136,410,17,-,-,6
갓치킨L(쫄깃한 클래식),145,381,20,-,-,5
순삭포테이토L(바삭한 크런치),154,496,15,-,-,3
순삭포테이토L(쫄깃한 클래식),125,353,17,-,-,5
케미콤보(쫄깃한 클래식),129,371,17,-,-,8
케미콤보(바삭한 크런치),129,306,16,-,-,6
폭폭치즈L(쫄깃한 클래식),158,413,21,-,-,6
폭폭치즈L(바삭한 크런치),121,372,18,-,-,5
얌얌페페로니L(쫄깃한 클래식),140,343,16,-,-,5
얌얌페페로니L(바삭한 크런치),106,343,15,-,-,4
씨푸드아일랜드 노엣지 R,106,265,14,-,-,5
씨푸드아일랜드 해쉬브라운R,121,311,15,-,-,6
씨푸드아일랜드 골드R,120,300,15,-,-,6
씨푸드아일랜드 크림치즈R,123,309,14,-,-,7
씨푸드아일랜드 에그타르트R,120,306,14,-,-,8
씨푸드아일랜드 치즈캡 R,118,297,16,-,-,5
씨푸드아일랜드 노엣지 L,133,341,16,-,-,6
씨푸드아일랜드 해쉬브라운 L,151,396,17,-,-,7
씨푸드아일랜드 골드L,149,383,18,-,-,7
씨푸드아일랜드 크림치즈 L,154,394,17,-,-,8
씨푸드아일랜드 에그타르트 L,149,390,17,-,-,9
씨푸드아일랜드 치즈캡 L,145,374,19,-,-,6
제주흑도새기 노엣지 R,195,454,34,-,-,12
제주흑도새기 해쉬브라운R,113,273,18,-,-,7
제주흑도새기 골드R,111,262,19,-,-,7
제주흑도새기 크림치즈R,115,271,18,-,-,8
제주흑도새기 에그타르트R,111,268,18,-,-,9
제주흑도새기 치즈캡 R,109,259,20,-,-,6
제주흑도새기 노엣지 L,126,296,18,-,-,6
제주흑도새기 해쉬브라운 L,145,352,19,-,-,7
제주흑도새기 골드L,143,339,20,-,-,7
제주흑도새기 크림치즈 L,147,350,19,-,-,8
제주흑도새기 에그타르트 L,143,346,18,-,-,10
제주흑도새기 치즈캡 L,139,329,21,-,-,6
치즈블라썸 스테이크 노엣지 R,193,510,31,-,-,6
치즈블라썸 스테이크 해쉬브라운R,112,301,17,-,-,4
치즈블라썸 스테이크 골드R,110,289,17,-,-,4
치즈블라썸 스테이크 크림치즈R,113,299,17,-,-,5
치즈블라썸 스테이크 에그타르트R,110,296,16,-,-,6
치즈블라썸 스테이크 치즈캡 R,113,262,16,-,-,3
치즈블라썸 스테이크 노엣지 L,122,321,18,-,-,4
치즈블라썸 스테이크 해쉬브라운 L,140,377,19,-,-,6
치즈블라썸 스테이크 골드L,134,364,20,-,-,6
치즈블라썸 스테이크 크림치즈 L,138,375,19,-,-,7
치즈블라썸 스테이크 에그타르트 L,134,371,18,-,-,8
치즈블라썸 스테이크 치즈캡 L,130,354,21,-,-,4
새우천왕 노엣지(오리진)R,176,435,22,-,-,10
새우천왕 치즈캡R,200,499,27,-,-,10
새우천왕 해쉬브라운R,103,233,12,-,-,6
새우천왕 에그타르트R,102,231,11,-,-,8
새우천왕 골드R,102,231,12,-,-,6
새우천왕 크림치즈R,105,234,12,-,-,7
새우천왕 노엣지(오리진)L,111,278,14,-,-,6
새우천왕 치즈캡L,123,311,16,-,-,6
새우천왕 해쉬브라운L,129,334,15,-,-,8
새우천왕 에그타르트L,128,327,14,-,-,10
새우천왕 골드L,128,320,15,-,-,8
새우천왕 크림치즈L,132,332,15,-,-,9
치우천왕 오리진R,178,450,22,-,-,10
치우천왕 치즈캡R,179,454,29,-,-,7
치우천왕 해쉬브라운R,185,481,25,-,-,10
치우천왕 에그타르트R,182,472,24,-,-,13
치우천왕 골드R,182,459,26,-,-,10
치우천왕 크림치즈R,189,477,25,-,-,11
치우천왕 노엣지L,104,265,14,-,-,5
치우천왕 치즈캡L,116,298,17,-,-,5
치우천왕 해쉬브라운L,122,321,15,-,-,6
치우천왕 에그타르트L,120,314,15,-,-,8
치우천왕 골드L,120,307,16,-,-,6
치우천왕 크림치즈L,125,319,15,-,-,7
트레비앙 해쉬브라운R,188,523,21,-,-,15
트레비앙 에그타르트R,184,514,20,-,-,19
트레비앙 오리진R,157,431,19,-,-,13
트레비앙 골드R,184,500,21,-,-,15
트레비앙 크림치즈R,191,519,20,-,-,17
트레비앙 치즈캡R,181,495,24,-,-,13
트레비앙 해쉬브라운L,126,348,15,-,-,10
트레비앙 에그타르트L,124,342,14,-,-,12
트레비앙 오리진L,108,292,13,-,-,8
트레비앙 골드L,124,335,15,-,-,10
트레비앙 크림치즈L,129,346,14,-,-,11
트레비앙 치즈캡L,120,325,16,-,-,8
러블리피스 해쉬브라운R,197,510,24,-,-,13
러블리피스 에그타르트R,193,501,23,-,-,16
러블리피스 오리진R,166,419,21,-,-,10
러블리피스 골드R,193,488,24,-,-,13
러블리피스 크림치즈R,100,253,12,-,-,7
러블리피스 치즈캡R,190,483,27,-,-,10
러블리피스 해쉬브라운L,119,308,13,-,-,7
러블리피스 에그타르트L,117,302,13,-,-,9
러블리피스 오리진L,101,253,12,-,-,6
러블리피스 골드L,117,295,14,-,-,7
러블리피스 크림치즈L,121,306,13,-,-,8
러블리피스 치즈캡L,113,286,15,-,-,6
스윗피스 해쉬브라운R,185,549,17,-,-,19
스윗피스 에그타르트R,182,540,16,-,-,22
스윗피스 오리진R,155,458,15,-,-,16
스윗피스 골드R,182,527,18,-,-,19
스윗피스 크림치즈R,189,545,17,-,-,20
스윗피스 치즈캡R,179,522,21,-,-,16
스윗피스 해쉬브라운L,123,376,11,-,-,14
스윗피스 에그타르트L,121,370,11,-,-,16
스윗피스 오리진L,105,320,10,-,-,13
스윗피스 골드L,121,363,12,-,-,14
스윗피스 크림치즈L,125,374,11,-,-,15
스윗피스 치즈캡L,117,353,13,-,-,13
로맨틱콤보 해쉬브라운R,191,530,20,-,-,16
로맨틱콤보 에그타르트R,188,521,19,-,-,19
로맨틱콤보 오리진R,160,438,18,-,-,13
로맨틱콤보 골드R,188,507,21,-,-,16
로맨틱콤보 크림치즈R,195,526,20,-,-,17
로맨틱콤보 치즈캡R,184,502,24,-,-,13
로맨틱콤보 해쉬브라운L,121,342,12,-,-,11
로맨틱콤보 에그타르트L,119,336,12,-,-,13
로맨틱콤보 오리진L,103,287,11,-,-,9
로맨틱콤보 골드L,119,329,13,-,-,11
로맨틱콤보 크림치즈L,123,340,12,-,-,12
로맨틱콤보 치즈캡L,115,320,14,-,-,9
포테이토 해쉬브라운R,180,436,17,-,-,9
포테이토 에그타르트R,177,427,16,-,-,13
포테이토 골드R,177,414,18,-,-,9
포테이토 크림치즈R,184,432,17,-,-,10
포테이토 해쉬브라운L,122,310,13,-,-,6
포테이토 에그타르트L,120,304,12,-,-,8
포테이토 골드L,120,297,13,-,-,6
포테이토 크림치즈L,125,308,12,-,-,7
쉬림프 해쉬브라운R,191,452,22,-,-,10
쉬림프 에그타르트R,187,442,21,-,-,14
쉬림프 오리진R,160,360,20,-,-,8
쉬림프 골드R,187,429,23,-,-,10
쉬림프 크림치즈R,194,448,22,-,-,12
쉬림프 치즈캡R,184,424,26,-,-,8
쉬림프 해쉬브라운L,120,287,13,-,-,6
쉬림프 에그타르트L,118,281,13,-,-,8
쉬림프 오리진L,102,231,12,-,-,5
쉬림프 골드L,118,273,14,-,-,6
쉬림프 크림치즈L,123,285,13,-,-,7
쉬림프 치즈캡L,114,264,15,-,-,5
하프앤하프 해쉬브라운R,185,444,20,-,-,10
하프앤하프 에그타르트R,182,435,19,-,-,13
하프앤하프 골드R,182,421,20,-,-,10
하프앤하프 크림치즈R,189,440,19,-,-,11
하프앤하프 해쉬브라운L,121,299,13,-,-,6
하프앤하프 에그타르트L,119,292,12,-,-,8
하프앤하프 골드L,119,285,14,-,-,6
하프앤하프 크림치즈L,124,297,13,-,-,7
풀드포크 오리진R,157,403,21,-,-,8
풀드포크 오리진L,102,274,15,-,-,8
칠리치킨 오리진R,164,368,25,-,-,5
칠리치킨 오리진L,101,250,14,-,-,4
올댓미트 오리진R,144,365,20,-,-,9
올댓미트 오리진L,167,413,22,-,-,7
트러플머쉬룸 오리진R,149,383,21,-,-,2
트러플머쉬룸 오리진L,189,515,29,-,-,2
부라타치즈 오리진R,139,372,18,-,-,2
부라타치즈 오리진L,174,486,26,-,-,5
찰떡단고감 노엣지R,104,252,16,-,-,8
찰떡단고감 노엣지L,124,270,16,-,-,6
핫앤핫 노엣지R,172,451,27,-,-,12
핫앤핫 노엣지L,114,319,17,-,-,5
불고기 오리진R,131,337,17,-,-,6
불고기 치즈캡R,155,401,22,-,-,6
불고기 오리진L,150,382,19,-,-,5
불고기 치즈캡L,174,488,15,-,-,5
슈퍼콤보 오리진R,165,430,22,-,-,7
슈퍼콤보 패스츄리,166,492,21,-,-,6
슈퍼콤보 치즈캡R,189,494,27,-,-,7
슈퍼콤보 오리진L,105,281,12,-,-,5
슈퍼콤보 치즈캡L,117,314,15,-,-,5
포테이토피자 오리진R,147,353,16,-,-,4
포테이토피자 패스츄리,149,415,15,-,-,4
포테이토피자 치즈캡R,171,417,21,-,-,4
포테이토피자 오리진L,192,479,20,-,-,8
포테이토피자 치즈캡L,108,273,13,-,-,4
치즈스페셜 오리진R,114,336,16,-,-,6
치즈스페셜 패스츄리,115,398,15,-,-,5
치즈스페셜 치즈캡R,138,400,21,-,-,6
치즈스페셜 오리진L,137,411,21,-,-,7
치즈스페셜 치즈캡L,161,477,27,-,-,7
시카고딥 노엣지R,169,572,30,-,-,5
시카고딥 노엣지L,109,309,18,-,-,3
페퍼로니 플러스 오리진R,126,188,10,-,-,2
페퍼로니 플러스 치즈캡R,149,441,26,-,-,4
페퍼로니 플러스 오리진L,160,510,25,-,-,6
페퍼로니 플러스 치즈캡L,185,576,31,-,-,6
하와이안스페셜 오리진R,153,370,22,-,-,9
하와이안스페셜 치즈캡R,177,435,28,-,-,9
하와이안스페셜 오리진L,192,483,27,-,-,11
하와이안스페셜 치즈캡L,108,275,16,-,-,6
트러플베지테리안 오리진R,141,343,17,-,-,6
트러플베지테리안 치즈캡R,164,407,23,-,-,6
트러플베지테리안 오리진L,183,471,23,-,-,8
트러플베지테리안 치즈캡L,104,269,14,-,-,4
고르곤졸라R,120,368,20,-,-,4
고르곤졸라L,100,275,15,-,-,3
불고기샌드,184,459,23,-,-,11
쉬골샌드,194,393,20,-,-,12
포골샌드,216,510,22,-,-,11
치즈추가(샌드),30,94,8,-,-,0
홈샐바,797,1118,19,-,-,55
홈샐바세트,1172,1699,43,-,-,62
핫오븐치킨,747,1499,19,-,-,174
핫하프치킨,374,749,9,-,-,87
바비큐폭립,428,1421,94,-,-,18
The 오븐치킨,644,1162,17,-,-,136
하프치킨(오븐치킨 반마리),322,581,9,-,-,68
BBQ갈비라이스,371,567,25,-,-,16
베이컨 크림리조또,493,567,25,-,-,16
오븐치즈 베이컨 크림스파게티,359,639,24,-,-,2
오븐치즈 미트 스파게티,375,583,23,-,-,8
쉬림프 까르보나라,378,501,24,-,-,6
스파이시 포테이토,208,383,6,-,-,2
베이크윙(4ea),152,280,29,-,-,1
베이크윙(8ea),304,560,58,-,-,2
핫윙(4ea),148,252,22,-,-,0
핫윙(8ea),296,503,45,-,-,0
크리스피 텐더치킨(4ea),120,283,11,-,-,2
크리스피 텐더치킨(8ea),240,566,23,-,-,3
어니언링,140,356,5,-,-,6
케이준치킨샐러드,221,196,9,-,-,3
홈샐러드(하절기),660,972,16,-,-,50
홈샐러드(동절기),665,956,16,-,-,50
4구 샐러드,310,534,6,-,-,34
1회용 피클,75,52,0,-,-,12
1회용 갈릭디핑소스,10,52,0,-,-,0
1회용 핫소스,4,1,0,-,-,0
허니머스타드소스,12,29,0,-,-,1
눈꽃치즈피자 L,160,396,14,-,-,11
눈꽃치즈피자 R,198,490,17,-,-,13
눈꽃치즈피자 (씬),123,313,13,-,-,6
불금피자 L,129,339,18,-,-,7
불금피자 R,140,369,19,-,-,7
불금피자 (씬),104,284,16,-,-,5
갈릭쉬림프 L,115,336,14,-,-,4
갈릭쉬림프 R,184,538,22,-,-,7
갈릭쉬림프 (씬),147,480,21,-,-,6
베이컨체다 L,122,326,16,-,-,4
베이컨체다 R,194,522,25,-,-,6
베이컨체다 (씬),161,445,31,-,-,3
핫치킨 L,126,274,14,-,-,6
핫치킨 R,101,220,11,-,-,5
핫치킨 (씬),163,402,25,-,-,2
맵피자 L,143,402,19,-,-,4
맵피자 R,114,307,15,-,-,3
달피자 L,119,396,15,-,-,5
달피자 R,190,603,23,-,-,8
리얼고구마 L,149,362,15,-,-,14
리얼고구마 R,178,397,19,-,-,18
리얼고구마 (씬),111,293,9,-,-,13
크림치즈포테이토 L,158,389,12,-,-,12
크림치즈포테이토 R,185,422,15,-,-,16
크림치즈포테이토 (씬),120,347,9,-,-,8
마불피자 L,131,322,16,-,-,10
마불피자 R,102,249,12,-,-,8
마불피자 (씬),193,474,28,-,-,13
울트라콤비네이션 L,147,351,17,-,-,9
울트라콤비네이션 R,112,267,13,-,-,7
울트라콤비네이션 (씬),112,298,14,-,-,6
신세개피자 L,118,293,14,-,-,5
신세개피자 R,105,261,13,-,-,5
신세개피자 (씬),162,422,24,-,-,8
신세개피자2 L,134,370,16,-,-,13
신세개피자2 R,121,333,14,-,-,12
신세개피자2 (씬),186,525,22,-,-,18
수퍼수프림 L,126,363,14,-,-,6
수퍼수프림 (씬),161,493,20,-,-,7
고구마 L,133,408,11,-,-,7
고구마 (씬),177,527,30,-,-,8
불고기 L,115,344,18,-,-,6
불고기 (씬),136,396,23,-,-,9
페퍼로니 L,104,363,13,-,-,4
페퍼로니 (씬),117,436,24,-,-,5
치즈 L,193,603,23,-,-,9
치즈 (씬),110,370,23,-,-,5
핫바비큐 L,156,417,19,-,-,9
핫바비큐 R,125,318,15,-,-,7
핫바비큐 (씬),109,289,18,-,-,6
씨푸드 L,160,394,16,-,-,5
씨푸드 R,128,300,13,-,-,4
씨푸드 (씬),109,295,13,-,-,3
포테이토베이컨 L,156,394,14,-,-,6
포테이토베이컨 R,125,300,11,-,-,5
포테이토베이컨 (씬),113,297,13,-,-,5
파스트라미 L,191,567,20,-,-,11
파스트라미 R,153,439,16,-,-,9
파스트라미 (씬),137,320,19,-,-,6
맵고달고 L,167,405,11,-,-,6
맵고달고 R,143,336,9,-,-,7
맵고달고 (씬),131,252,7,-,-,5
국물떡볶이,515,796,15,-,-,17
치즈스파게티,340,556,29,-,-,6
베이크윙봉,200,512,29,-,-,1
콘샐러드,110,145,2,-,-,10
달콤닭강정,380,950,43,-,-,19
치즈-프라이,420,990,34,-,-,9
새우링,115,309,10,-,-,2
새우리조또,292,545,15,-,-,4
낙지리조또,298,574,24,-,-,7
치킨텐더,170,433,24,-,-,2
콘버터,130,349,8,-,-,8
치즈크러스트,120,107,18,-,-,2
고구마 크러스트,120,170,2,-,-,14
크림치즈 크러스트,120,258,5,-,-,14
전주불백피자R,85,1495,85,-,-,22
전주불백피자L,93,2435,116,-,-,38
꿈을피자R,91,230,15,-,-,1
꿈을피자L,57,135,9,-,-,0.7
부산피자R,92,185,15,-,-,3
부산피자L,95,205,13,-,-,2
쉬림프&핫치킨골드피자R,97,230,13,-,-,2
쉬림프&핫치킨골드피자L,96,225,13,-,-,2
단호박골드피자R,99,240,9,-,-,2
단호박골드피자L,101,245,10,-,-,2
어깨피자R,20,55,3,-,-,1
어깨피자L,29,80,5,-,-,1
단호박피자R,87,215,7,-,-,0.9
단호박피자L,93,230,8,-,-,1
콤비네이션피자R,75,180,9,-,-,0.8
콤비네이션피자L,72,175,9,-,-,0.9
더너피자 바베킹R,107,240,13,-,-,5
더너피자 바베킹L,113,250,13,-,-,6
웃음꽃피자R,101,225,10,-,-,3
웃음꽃피자L,109,241,16,-,-,3
고구마골드피자R,100,235,9,-,-,7
고구마골드피자L,102,240,9,-,-,7
목동피자R,39,95,4,-,-,1
목동피자L,65,155,8,-,-,2
고르곤졸라R,34,110,8,-,-,0.5
고르곤졸라L,34,80,7,-,-,1
포테이토피자R,82,185,8,-,-,2
포테이토피자L,111,250,11,-,-,2
베이컨체다치즈피자R,72,184,11,-,-,2
베이컨체다치즈피자L,73,185,11,-,-,2
불고기피자R,66,155,7,-,-,0.3
불고기피자L,70,165,8,-,-,0.4
야채피자R,70,155,8,-,-,4
야채피자L,70,155,8,-,-,4
하와이안피자R,70,170,7,-,-,4
하와이안피자L,74,180,8,-,-,4
페페로니피자R,53,155,7,-,-,2
페페로니피자L,58,170,8,-,-,2
치즈피자R,57,155,10,-,-,2
치즈피자L,61,165,10,-,-,2
고구마피자R,92,230,8,-,-,4
고구마피자L,93,235,8,-,-,4
핫&스파이시치킨피자R,77,185,9,-,-,3
핫&스파이시치킨피자L,77,185,9,-,-,3
콰트로포르마지오R,66,200,11,-,-,2
콰트로포르마지오L,62,190,11,-,-,2
쉬림프&안심골드피자R,97,215,14,-,-,1
쉬림프&안심골드피자L,96,215,14,-,-,1
슈크림치즈스틱,295,940,36,-,-,23
로제치즈오븐스파게티,425,700,28,-,-,10
치즈볼&바게트스틱,290,1125,16,-,-,39
치즈볼,150,580,8,-,-,20
바게트스틱,85,330,5,-,-,11
콘치즈그라탕 L,190,735,27,-,-,10
콘치즈그라탕 R,95,365,13,-,-,5
버팔로윙 4조각,280,615,62,-,-,7
버팔로윙 10조각,280,615,62,-,-,7
단호박+고구마샐러드,300,605,3,-,-,31
치즈오븐스파게티,445,655,27,-,-,3
까르보나라스파게티,395,715,20,-,-,3
브래드스틱,220,680,24,-,-,8
고구마스틱,385,995,39,-,-,7
치즈스틱,255,805,47,-,-,2
팥치즈반달빵,337,1020,47,-,-,20
치킨텐더 6조각,225,480,42,-,-,1
스노우칠리감자,180,375,6,-,-,4
한턱 쏘시지L,118,310,17,-,-,6
한턱 쏘시지M,146,400,24,-,-,8
관자네 온 새우L,135,295,18,-,-,5
관자네 온 새우M,166,380,25,-,-,6
골드랑군L,144,355,18,-,-,6
골드랑군M,177,455,25,-,-,8
쓰리고L,134,280,18,-,-,7
쓰리고M,165,360,25,-,-,10
코코쉬림프L,146,335,17,-,-,7
코코쉬림프M,180,490,23,-,-,9
모모스테이키L,145,335,16,-,-,7
모모스테이키M,178,428,22,-,-,10
맵뜨락L,175,472,25,-,-,9
맵뜨락M,108,304,18,-,-,6
비포 (비프앤포크)L,112,285,13,-,-,4
비포 (비프앤포크)M,183,489,24,-,-,8
토핑들의 수다L,94,203,9,-,-,5
토핑들의 수다M,173,393,19,-,-,9
웨스틴콤보더블L,153,362,18,-,-,6
웨스틴콤보더블M,188,466,25,-,-,7
리치킨BBQ L,151,324,15,-,-,5
리치킨BBQ M,186,417,21,-,-,7
스파이시쉬림프L,123,273,16,-,-,5
스파이시쉬림프M,151,351,22,-,-,7
베이컨포테이토L,119,242,13,-,-,3
베이컨포테이토M,146,311,18,-,-,4
콰트로L,128,289,15,-,-,5
콰트로M,157,372,20,-,-,7
차슈(불갈비)L,113,250,14,-,-,4
차슈(불갈비)M,138,322,19,-,-,6
슈프림콤비L,100,240,11,-,-,6
